"time","heart_rate"
2013-06-08 08:07:27,154
2013-06-08 08:07:28,154
2013-06-08 08:07:29,153
2013-06-08 08:07:30,154
2013-06-08 08:07:31,154
2013-06-08 08:07:32,153
2013-06-08 08:07:33,153
2013-06-08 08:07:34,154
2013-06-08 08:07:35,153
2013-06-08 08:07:36,154
2013-06-08 08:07:37,154
2013-06-08 08:07:38,154
2013-06-08 08:07:39,154
2013-06-08 08:07:40,153
2013-06-08 08:07:41,154
2013-06-08 08:07:42,153
2013-06-08 08:07:43,154
2013-06-08 08:07:44,153
2013-06-08 08:07:45,153
2013-06-08 08:07:46,231
2013-06-08 08:07:47,154
2013-06-08 08:07:48,154
2013-06-08 08:07:49,154
2013-06-08 08:07:50,196
2013-06-08 08:07:51,154
2013-06-08 08:07:52,154
2013-06-08 08:07:53,154
2013-06-08 08:07:54,154
2013-06-08 08:07:55,155
2013-06-08 08:07:56,155
2013-06-08 08:07:57,155
2013-06-08 08:07:58,154
2013-06-08 08:07:59,155
2013-06-08 08:08:00,154
2013-06-08 08:08:01,155
2013-06-08 08:08:02,155
2013-06-08 08:08:03,155
